## Van Noten et al. JOSE - Electronic Supplement S2 - Results of the HVSR Survey south of Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Nr: number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Date: date of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Name: ID name of measurement (A, B, C are measured with different Citysharks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Easting: location in Lambert '72 coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Northing: location in Lambert '72 coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lon: longitude in WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lat:latitude in WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Gain: amplification gain on Cityshark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ovmx: allowed saturation percentage (in %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Rec. time: recording time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SR: Sampling rate (in Hz) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Start time: starting time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#End time: End time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Filename: Filenumber of raw ambient noise data file (available upon request),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 min: f0_win/stddev (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_win: average resonance frequency by taking the f0 of each individual window and averaging all f0 values from these windows (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 average: scanning the average curve and identifying the frequency at which the maximum amplitude occurs (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_ip: resonance frequency computed after interpolating the HV-Amplitude graph using python (see paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_ip_diff: difference between f0_ip and f0 average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#error: standard deviation on f0 (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 max: f0_win.stddev (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A0: maximum amplitude (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#nw: number of windows (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Geology: Cover geology of the location (see paper for abbreviations; al = alluvium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Group: Group number of the location (see paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BM: Stratigraphy of bedrock of the Brabant Massif (pTu: Tubize Formation; pBl: Blanmont Formation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A_max: maximum amplitude at resonance frequency deduced from the HVSR polarisation analysis (see Fig. 4 of paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#max_freq: Resonance frequency at A_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#max_Azi: Azimuth at which resonance frequency is maximum (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A_min: minimum amplitude at resonance frequency deduced from the HVSR polarisation analysis (see Fig. 4 of paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#min_fre q:  Azimuth at which resonance frequency is minimal (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#min_Azi: Azimuth at which resonance frequency is minimum (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nr,Date,Name,Easting,Northing,lat,lon,Z (DEM),Gain,Ovmx,Rec. time,SR,Start time,End time,Filename,f0 min,f0_win,f0 average,f0_ip,f0_ip_diff,error,f0 max,A0,nw,Geology,Region,BM,Th_indiv,Top_indiv,Th_all,Top_all,diff,borehole,A_max,max_freq,max_Azi,A_min,min_freq,min_Azi
209,09/08/2017,B088,149820.8209,161203.8525,50.76133722,4.366211376,107.5,128,5,00:30,100,13:12,13:42,170809_1312.088,0.899,0.97,0.985,0.973,0.002,0.071,1.042,8.912,15,Br,R3,PTu,92.7,14.8,92.81,14.69,-0.11,,8.84561,0.951536,30,7.4137,0.964583,120
210,09/08/2017,B089,149601.9622,161049.2647,50.75994743,4.363109507,107.86,128,5,00:30,100,14:17,14:47,170809_1417.089,0.84,0.921,0.935,0.946,0.025,0.081,1.002,11.946,24,Br,R3,PTu,97.08,10.78,97.31,10.55,-0.23,,10.777,0.91656,20,8.72743,0.994597,100
211,09/08/2017,B090,150066.5382,161207.0925,50.76136635,4.369694075,108.03,128,5,00:20,100,15:05,15:25,170809_1505.090,0.866,0.931,0.935,0.92,-0.011,0.065,0.996,10.235,22,Br,R3,PTu,101.63,6.4,101.98,6.05,-0.36,,10.6713,0.901089,20,8.76348,0.98449,110
212,09/08/2017,B091,149936.5962,161338.5771,50.76254837,4.367852323,110.24,128,5,00:20,100,15:32,15:52,170809_1532.091,0.922,0.972,0.985,0.973,0,0.05,1.023,10.436,26,Br,R3,PTu,92.7,17.54,92.81,17.43,-0.11,,10.8776,0.967873,40,9.47138,0.981144,120
213,09/08/2017,B092,150228.4091,161099.2508,50.76039683,4.371988289,110.95,128,5,00:20,100,15:57,16:17,170809_1557.092,0.855,0.911,0.888,0.89,-0.022,0.056,0.968,9.229,17,Ld,R3,PTu,107.31,3.64,107.84,3.11,-0.53,,6.3895,0.882869,20,5.00494,0.967873,120
214,09/08/2017,B093,150931.6877,161865.4245,50.76728375,4.38195811,125.65,64,5,00:20,100,16:46,17:06,170809_1646.093,0.832,0.949,0.888,0.88,-0.069,0.117,1.067,4.677,19,Shh,R3,PTu,109.32,16.33,109.91,15.74,-0.59,,5.26003,0.882869,70,4.57618,0.876878,160
215,11/08/2017,B094,150711.6841,161841.7365,50.76707113,4.378839424,121.37,128,5,00:20,100,08:08,08:28,170811_0808.094,0.842,0.864,0.843,0.86,-0.004,0.023,0.887,14.508,32,Shh,R3,PTu,113.52,7.85,114.24,7.13,-0.72,,15.196,0.850416,50,12.4646,0.865017,160
216,11/08/2017,B095,150618.6188,161592.1082,50.76482716,4.377519743,114.76,128,5,00:20,100,08:38,08:58,170811_0838.095,0.793,0.877,0.843,0.86,-0.017,0.084,0.961,10.118,24,Mal,R3,PTu,113.52,1.24,114.24,0.52,-0.72,,4.05841,0.927978,10,3.23642,0.927978,110
217,11/08/2017,B096,150490.2371,161130.0264,50.76067331,4.375699304,120.67,256,5,00:20,100,09:06,09:26,170811_0906.096,0.82,0.858,0.843,0.86,0.002,0.038,0.896,10.659,25,Shh,R3,PTu,113.52,7.15,114.24,6.43,-0.72,,11.203,0.850416,170,9.11194,0.850416,80
218,11/08/2017,B097,150907.8327,161419.7693,50.76327748,4.381618803,127.81,128,5,00:20,100,09:39,09:59,170811_0939.097,0.775,0.809,0.801,0.804,-0.005,0.034,0.843,13.255,17,Shh,R3,PTu,126.78,1.03,127.95,-0.14,-1.17,,13.5108,0.783692,0,10.3567,0.819157,80
219,11/08/2017,B098,150951.8062,161146.8767,50.76082418,4.382241352,128.05,128,5,00:20,100,10:10,10:30,170811_1010.098,0.787,0.81,0.801,0.807,-0.003,0.022,0.832,16.134,19,Shh,R3,PTu,126.01,2.04,127.15,0.9,-1.14,,7.63884,0.802593,10,5.04637,0.833221,100
220,11/08/2017,B099,150732.2531,161205.3462,50.76135014,4.379129652,124.98,256,5,00:20,100,10:44,11:04,170811_1044.099,0.782,0.808,0.801,0.81,0.002,0.027,0.835,13.17,24,Shh,R3,PTu,125.25,-0.27,126.36,-1.38,-1.11,,13.899,0.799865,0,11.2582,0.824754,90
221,11/08/2017,B100,150116.5995,161470.7719,50.76373674,4.370403743,109.42,256,5,00:20,100,11:23,11:43,170811_1123.100,0.875,0.926,0.935,0.923,-0.003,0.05,0.976,12.381,31,Br,R3,PTu,101.09,8.33,101.43,7.99,-0.34,,12.1059,0.913445,170,10.6898,0.932296,90
222,11/08/2017,B101,150255.4563,161556.2336,50.76450496,4.372372013,97.73,256,5,00:20,100,11:47,12:07,170811_1147.101,0.853,0.904,0.888,0.9,-0.004,0.051,0.955,9.508,29,Br,R3,PTu,105.36,-7.63,105.83,-8.1,-0.47,,10.1961,0.882869,20,8.34395,0.922822,100
223,11/08/2017,B102,150815.1944,160873.6458,50.75836813,4.380304455,127.41,128,5,00:20,100,12:24,12:44,170811_1224.102,0.802,0.834,0.843,0.837,0.003,0.031,0.865,16.884,13,Shh,R3,PTu,118.68,8.73,119.57,7.84,-0.89,,3.44871,0.783692,20,2.77843,0.862077,90
224,11/08/2017,B103,150451.7028,160313.9453,50.753337,4.375152038,107.94,256,5,00:40,100,13:26,14:06,170811_1326.103,0.889,0.933,0.935,0.936,0.004,0.043,0.976,10.477,28,Br,R3,PTu,98.79,9.15,99.07,8.87,-0.27,92.21,11.7915,0.91656,0,8.75798,0.951536,90
225,16/08/2017,B104,150633.213,160644.9846,50.75631277,4.377724864,122.88,128,5,00:20,100,10:07,10:27,170816_1007.104,0.887,0.912,0.888,0.91,-0.002,0.024,0.936,10.056,16,Shh,R3,PTu,103.47,19.41,103.88,19,-0.41,,9.57365,0.91656,110,9.09834,0.91656,10
226,16/08/2017,B105,150418.4511,160635.0041,50.75622326,4.374681227,118.05,128,5,00:20,100,10:34,10:54,170816_1034.105,0.856,0.907,0.935,0.923,0.016,0.051,0.958,11.602,21,Ld,R3,PTu,101.09,16.96,101.43,16.62,-0.34,,6.13291,0.932296,50,5.85578,0.935475,110
227,16/08/2017,B106,150249.4295,160846.7669,50.75812706,4.372286014,116.17,128,5,00:20,100,11:00,11:20,170816_1100.106,0.856,0.897,0.888,0.9,0.003,0.041,0.938,10.716,30,Ld,R3,PTu,105.36,10.81,105.83,10.34,-0.47,,12.2685,0.898027,20,9.38481,0.901089,100
228,16/08/2017,B107,150075.3395,160894.0873,50.75855252,4.369818717,111.47,128,5,00:20,100,11:26,11:46,170816_1126.107,0.882,0.924,0.935,0.913,-0.011,0.042,0.966,11.343,20,Ld,R3,PTu,102.91,8.56,103.3,8.17,-0.39,,6.15798,0.945079,20,5.17172,0.941867,110
229,16/08/2017,B108,150156.2999,160682.5995,50.75665128,4.370966032,113.83,128,5,00:20,100,11:53,12:13,170816_1153.108,0.904,0.954,0.985,0.963,0.008,0.05,1.004,11.942,19,Ld,R3,PTu,94.29,19.54,94.44,19.39,-0.15,,12.5778,0.974486,30,9.82948,0.964583,120
230,16/08/2017,B109,149918.7317,160474.8963,50.75478412,4.367599189,100.09,128,5,00:20,100,12:19,12:39,170816_1219.109,0.964,1.031,1.037,1.032,0.001,0.067,1.098,9.038,27,Br,R3,PBl,84.17,15.92,84.05,16.04,0.11,,8.54824,1.01859,0,8.0944,1.05028,80
231,16/08/2017,B110,150053.0431,160300.6483,50.75321767,4.369502552,98.25,128,5,00:20,100,12:47,13:07,170816_1247.110,0.948,1.007,1.037,1.019,0.012,0.059,1.065,10.151,15,Br,R3,PBl,85.94,12.31,85.87,12.38,0.07,,9.18627,1.01167,50,7.81908,1.04315,140
232,16/08/2017,B111,150452.1577,159948.592,50.75005257,4.37515799,114.53,128,5,00:20,100,13:15,13:35,170816_1315.111.112,0.913,0.953,0.935,0.949,-0.003,0.039,0.992,13.211,41,Ld,R3,PBl,96.58,17.95,96.79,17.74,-0.21,,11.7056,0.941867,30,10.6606,0.967873,130
233,16/08/2017,B113,150165.8659,160476.2933,50.75479664,4.371101484,102.18,128,5,00:20,100,14:03,14:23,170816_1403.113,0.916,0.982,0.935,0.949,-0.033,0.067,1.049,9.261,22,Br,R3,PTu,96.58,5.6,96.79,5.39,-0.21,,9.70506,0.948302,10,7.91077,1.03255,100
234,16/08/2017,B114,149665.5143,159988.8563,50.75041468,4.364011064,98.47,128,5,00:20,100,14:30,14:50,170816_1430.114,1.02,1.039,1.037,1.042,0.003,0.02,1.059,11.674,23,Br,R3,PBl,82.84,15.63,82.7,15.77,0.14,,9.06101,1.03255,50,8.13381,1.05028,130
235,16/08/2017,B115,149735.0862,160232.0591,50.75260104,4.364996776,92.25,128,5,00:20,100,14:56,15:16,170816_1456.115,0.998,1.064,1.037,1.059,-0.005,0.066,1.129,8.097,22,Br,R3,PBl,80.67,11.58,80.48,11.77,0.19,,8.77929,1.09036,60,6.79219,1.06468,150
236,16/08/2017,B116,149465.7435,160184.2248,50.75217086,4.361179993,80.77,128,5,00:20,100,15:23,15:43,170816_1523.116,0.973,1.039,1.037,1.019,-0.02,0.066,1.105,6.886,21,KoMo_Al,R2,PBl,85.64,-4.87,85.87,-5.1,-0.22,,7.03578,0.997989,20,4.93264,1.01512,120
237,16/08/2017,B117,149276.0208,160027.3547,50.75076045,4.358491749,79.32,128,5,00:20,100,15:49,16:09,170816_1549.117,1.005,1.098,1.092,1.118,0.02,0.093,1.191,7.462,24,KoMo_Al,R2,PBl,72.92,6.4,73.46,5.86,-0.54,,4.16743,1.21586,60,3.45923,1.19942,150
238,16/08/2017,B118,149360.1558,160019.133,50.75068663,4.35968399,81.48,128,5,00:20,100,16:13,16:33,170816_1613.118,0.983,1.066,1.092,1.075,0.01,0.082,1.148,8.882,19,Br,R3,PBl,78.71,2.77,78.47,3.01,0.24,,9.58394,1.08296,30,7.23149,1.09781,140
239,17/08/2017,B119,149249.1376,160342.4343,50.7535929,4.358110204,93.77,128,5,00:20,100,09:51,10:11,170817_0951.119,1.038,1.066,1.092,1.065,0,0.028,1.094,11.886,19,Br,R3,PBl,79.93,13.84,79.72,14.05,0.21,,11.6805,1.05028,30,11.2431,1.08296,110
240,17/08/2017,B120,149370.0379,160587.5681,50.75579672,4.35982313,96.6,128,5,00:20,100,10:17,10:37,170817_1017.120,1.092,1.233,1.211,1.191,-0.042,0.141,1.374,2.363,25,Br,R3,PBl,66.53,30.07,66.04,30.56,0.49,,2.30281,1.18319,80,2.12822,1.17117,0
241,17/08/2017,B122,149595.323,160471.8648,50.75475676,4.363015965,93.25,128,5,00:20,100,11:11,11:31,170817_1111.122,0.988,1.038,1.037,1.042,0.004,0.05,1.088,7.927,13,Br,R3,PBl,82.84,10.41,82.7,10.55,0.14,,7.99374,1.01859,40,7.13934,1.08296,140
242,17/08/2017,B123,149745.6292,160604.5037,50.75594922,4.365145974,100.05,128,5,00:20,100,11:36,11:56,170817_1136.123,1.005,1.049,1.037,1.055,0.007,0.044,1.093,8.417,29,Br,R3,PBl,81.18,18.87,80.99,19.06,0.18,,8.16854,1.06831,90,7.5377,1.05028,150
243,17/08/2017,B124,149059.5512,160157.0016,50.75192565,4.355423972,79.58,128,5,00:20,100,12:32,12:52,170817_1232.124,1.085,1.132,1.15,1.132,-0.001,0.047,1.179,6.848,16,Br,R3,PBl,72.31,7.27,71.94,7.64,0.38,,6.94877,1.1167,10,5.90264,1.13354,90
244,17/08/2017,B125,149144.7894,160414.249,50.75423836,4.356631301,84.24,128,5,00:30,100,12:57,13:27,170817_1257.125,0.998,1.034,1.037,1.039,0.005,0.036,1.069,8.502,27,Br,R3,PBl,83.24,1,83.1,1.14,0.13,,6.8121,1.03255,30,6.20486,1.05028,110
245,17/08/2017,B126,149248.0745,160882.7367,50.75845007,4.358094111,88.69,128,5,00:20,100,13:39,13:59,170817_1339.126,0.952,1.007,0.985,1.006,-0.001,0.055,1.062,10.238,22,Br,R3,PBl,87.77,0.92,87.74,0.95,0.02,,9.94973,0.996955,30,8.17071,1.02183,120
246,17/08/2017,B127,149093.17,160725.1576,50.75703327,4.355899058,85.86,128,5,00:20,100,14:04,14:24,170817_1404.127,0.977,1.05,1.037,1.036,-0.015,0.073,1.123,7.407,20,Br,R3,PBl,83.63,2.23,83.51,2.35,0.12,,6.74291,1.02183,60,6.16342,1.02183,140
247,17/08/2017,B128,148862.6379,160643.3548,50.7562975,4.352632128,90.75,128,5,00:20,100,14:30,14:50,170817_1430.128,0.993,1.068,1.037,1.052,-0.016,0.075,1.143,6.845,23,Br,R3,PBl,81.56,9.19,81.38,9.37,0.17,,7.35112,1.04733,10,5.97502,1.07346,100
248,17/08/2017,B129,148890.6097,160335.6991,50.75353181,4.35302943,90.7,128,5,00:20,100,14:55,15:15,170817_1455.129,1.032,1.072,1.092,1.079,0.007,0.04,1.112,12.828,19,Br,R3,PBl,78.23,12.47,77.98,12.72,0.25,,12.1029,1.07346,0,10.5303,1.07346,100
249,17/08/2017,B130,148788.2615,160123.2418,50.75162168,4.351579696,93.12,128,5,00:20,100,15:21,15:41,170817_1521.130,1.008,1.095,1.092,1.095,0,0.087,1.182,9.174,14,Br,R3,PBl,76.37,16.75,76.08,17.04,0.29,,9.12107,1.10155,170,7.04782,1.11666,70
250,17/08/2017,B131,148650.1412,160433.1533,50.75440741,4.349621348,107.63,128,5,00:20,100,15:47,16:07,170817_1547.131,1.058,1.122,1.092,1.095,-0.027,0.065,1.187,10.057,14,Ld,R3,PBl,76.37,31.26,76.08,31.55,0.29,,10.1543,1.11666,160,8.54372,1.09036,60
251,21/08/2017,B132,148559.0239,160222.7778,50.75251598,4.34833087,100.71,128,5,00:20,100,09:49,10:09,170821_0949.132,1.111,1.146,1.15,1.145,-0.001,0.035,1.182,12.957,15,Br,R3,PBl,70.97,29.74,70.57,30.14,0.4,,10.4117,1.1514,170,9.21431,1.16719,80
252,21/08/2017,B133,148470.1355,160724.943,50.75703009,4.347069226,109.76,128,5,00:20,100,10:17,10:37,170821_1017.133,0.959,1.022,1.037,1.012,-0.01,0.063,1.086,12.108,32,Ld,R3,PBl,86.91,22.85,86.87,22.89,0.04,,9.03218,1.05028,100,8.02342,1.00139,10
253,21/08/2017,B134,148609.1631,159964.8328,50.75019724,4.349042326,82.27,128,5,00:20,100,10:57,11:17,170821_1057.134,1.17,1.274,1.275,1.281,0.007,0.104,1.378,6.424,12,Br,R3,PBl,59.03,23.24,58.42,23.85,0.61,,4.91884,1.41717,160,4.76445,1.33293,20
254,21/08/2017,B135,149448.4338,159786.4552,50.748595,4.360935241,92.3,128,5,00:20,100,11:29,11:49,170821_1129.135,1.066,1.092,1.092,1.095,0.003,0.027,1.119,10.485,10,Br,R3,PBl,76.37,15.93,76.08,16.22,0.29,,9.98035,1.08296,40,9.71838,1.09781,0
255,21/08/2017,B136,149256.9081,159528.9493,50.74627989,4.358221851,82.17,128,5,00:20,100,11:58,12:18,170821_1158.136,1.154,1.2,1.211,1.205,0.004,0.047,1.247,8.227,11,KoMo,R1,PBl,64.22,17.95,64.76,17.41,-0.53,,7.54694,1.19942,30,6.30859,1.21586,130
256,21/08/2017,B137,148856.4428,159526.6338,50.74625846,4.352547638,79.53,128,5,00:20,100,12:27,12:47,170821_1227.137,1.242,1.319,1.343,1.37,0.051,0.077,1.397,7.428,16,KoMo,R1,PBl,51.88,27.65,52.18,27.35,-0.3,,7.59229,1.38379,150,7.33102,1.3512,10
257,21/08/2017,B138,148655.5146,159679.5038,50.74763231,4.349700138,72.47,128,5,00:30,100,13:00,13:30,170821_1300.138,1.162,1.245,1.275,1.248,0.002,0.084,1.329,7.522,28,KoMo_Al,R2,PBl,60.25,12.22,61.05,11.42,-0.8,,7.89448,1.24943,0,6.19656,1.26657,90
258,21/08/2017,B139,148253.2955,159999.1996,50.75050526,4.343999438,101.63,128,5,00:20,100,13:51,14:11,170821_1351.139,1.039,1.067,1.092,1.065,-0.001,0.028,1.095,14.676,24,Br,R3,PBl,79.93,21.7,79.72,21.91,0.21,,13.4101,1.06468,0,10.6332,1.06831,80
259,21/08/2017,B140,148006.6849,160195.7238,50.75227119,4.340503849,114.74,128,5,00:20,100,14:23,14:43,170821_1423.140,0.954,0.99,0.985,0.996,0.006,0.037,1.027,13.686,31,Ld,R3,PBl,89.22,25.52,89.23,25.51,-0.02,,13.8642,0.98449,170,11.0026,1.00139,70
260,21/08/2017,B141,147829.4226,160592.1181,50.75583405,4.337989613,119.72,128,5,00:20,100,15:04,15:24,170821_1504.141,0.904,0.933,0.935,0.933,0,0.029,0.962,14.306,20,Mal,R3,PBl,99.31,20.41,99.6,20.12,-0.29,,12.9709,0.929127,170,9.65366,0.935475,80
261,21/08/2017,B142,148070.5792,160694.5419,50.75675564,4.341406748,107.21,128,5,00:20,100,15:37,15:57,170821_1537.142,0.926,0.948,0.935,0.946,-0.002,0.022,0.97,13.125,23,Ld,R3,PBl,97.08,10.13,97.31,9.9,-0.23,,13.9187,0.932296,0,10.3825,0.981144,80
262,21/08/2017,B143,147446.4142,160762.3269,50.75736266,4.332560487,106.95,128,5,00:20,100,16:14,16:34,170821_1614.143,1.015,1.104,1.037,1.062,-0.042,0.089,1.193,9.29,13,Ld,R3,PBl,80.3,26.65,80.1,26.85,0.2,,10.6284,1.06468,50,9.1988,1.05746,160
263,23/08/2017,B145,147663.5695,160184.4894,50.75216895,4.335641675,115.88,128,5,00:20,100,10:58,11:18,170823_1058.145,0.95,0.985,0.985,0.979,-0.006,0.035,1.021,15.292,21,Ld,R3,PBl,91.77,24.11,91.85,24.03,-0.08,,13.4777,0.967873,50,10.9993,0.997989,130
264,23/08/2017,B146,147478.4262,160470.4074,50.75473852,4.333016127,119.13,128,5,00:20,100,11:26,11:46,170823_1126.146,0.924,0.964,0.985,0.969,0.006,0.04,1.004,10.656,7,Mal,R3,PBl,93.33,25.8,93.46,25.67,-0.12,,10.1878,0.98449,20,7.81771,1.08296,90
265,23/08/2017,B147,148220.6881,160991.5249,50.7594259,4.343532734,94.78,128,5,00:20,100,12:11,12:31,170823_1211.147,0.969,1.076,1.092,1.079,0.003,0.107,1.183,6.118,16,Br,R3,PBl,78.23,16.55,77.98,16.8,0.25,,6.49447,1.10155,140,5.41976,1.08296,60
266,23/08/2017,B148,148212.6691,159495.5389,50.74597736,4.343426116,72.17,128,5,00:30,100,13:24,13:54,170823_1324.148,1.397,1.461,1.489,1.473,0.012,0.064,1.524,7.979,18,KoMo,R1,PBl,45.99,26.18,46.18,25.99,-0.19,,7.80154,1.4415,10,6.67607,1.45135,100
267,23/08/2017,B149,148329.919,160417.0097,50.75426148,4.345083386,107.46,128,5,00:20,100,14:18,14:38,170823_1418.149,0.947,0.99,0.985,0.983,-0.008,0.043,1.034,15.305,11,Br,R3,PBl,91.16,16.3,91.23,16.23,-0.07,,14.1063,1.00139,150,11.7805,0.967873,70
268,23/08/2017,B150,148249.4724,160248.2115,50.7527438,4.343944117,104.76,128,5,00:20,100,14:45,15:05,170823_1445.150,0.965,0.985,0.985,0.983,-0.002,0.02,1.005,15.011,26,Br,R3,PBl,91.16,13.6,91.23,13.53,-0.07,,13.6325,0.993982,0,11.9422,0.993982,80
269,23/08/2017,B151,148450.1035,159918.7211,50.74978232,4.3467886,93.76,128,5,00:20,100,15:11,15:31,170823_1511.151,1.062,1.083,1.092,1.075,-0.007,0.021,1.104,16.04,24,Br,R3,PBl,78.71,15.05,78.47,15.29,0.24,,16.1767,1.06468,160,11.1364,1.10189,70
270,23/08/2017,B152,148412.251,160176.4293,50.75209895,4.346251152,92.6,128,5,00:20,100,15:38,15:58,170823_1538.152,1.007,1.053,1.037,1.036,-0.018,0.046,1.099,10.946,14,Br,R3,PBl,83.63,8.97,83.51,9.09,0.12,,8.88305,1.02872,160,7.79991,0.993982,70
271,24/08/2017,B153,142748.137,158732.3745,50.73907479,4.266014211,69.62,256,5,00:30,100,10:22,10:52,170824_1022.153,1.823,1.911,1.928,1.907,-0.004,0.088,1.998,8.988,26,KoMo,R1,PTu,29.93,39.69,29.91,39.71,0.03,,8.15575,1.90927,170,7.23445,1.90927,60
272,24/08/2017,B154,142747.7162,158391.8509,50.73601356,4.266014881,66.56,256,5,00:30,100,11:03,11:33,170824_1103.154,1.992,2.04,2.03,2.04,0,0.048,2.088,9.217,34,KoMo,R1,PTu,26.76,39.8,26.7,39.86,0.06,,9.87613,1.976,10,6.93361,2.19052,110
273,24/08/2017,B155,143370.5249,158216.4067,50.73444372,4.27484069,66.86,128,5,00:30,100,11:45,12:15,170824_1145.155,1.798,1.829,1.831,1.824,-0.005,0.031,1.86,8.76,48,KoMo,R1,PTu,32.23,34.63,32.23,34.63,0,,8.10985,1.78248,150,7.16107,1.84479,50
274,24/08/2017,B156,144143.0076,158442.473,50.73648421,4.285779744,37.8,128,5,00:30,100,12:38,13:08,170824_1238.156,3.793,4.306,4.887,4.793,0.487,0.513,4.82,4.719,19,Pal_Al,R4,PBl,8.33,29.47,6.34,31.46,1.99,,5.6647,4.82745,120,5.11658,4.82745,170
275,24/08/2017,B157,145386.3343,157821.3949,50.73091192,4.303400517,43.56,128,5,00:30,100,13:23,13:53,170824_1323.157,3.977,4.296,4.407,4.538,0.242,0.318,4.614,6.808,31,Hn_Al,R4,PBl,9.31,34.25,6.95,36.61,2.36,7.12,7.82924,4.35468,70,6.11288,3.79555,150
276,24/08/2017,B158,145300.52,157783.8888,50.73057407,4.302185476,43.59,128,5,00:30,100,14:05,14:35,170824_1405.158,5.375,5.414,5.419,5.396,-0.017,0.039,5.452,17.122,49,Hn_Al,R4,PBl,6.55,37.04,5.19,38.4,1.36,,20.1623,5.35154,150,12.6182,5.35154,60
277,24/08/2017,B159,145802.1582,157203.8677,50.72536359,4.309297353,62.56,128,5,00:30,100,14:51,15:21,170824_1451.159,4.126,4.226,4.185,4.25,0.023,0.101,4.327,9.693,38,KoSm,R1,PBl,7.9,54.66,7.76,54.8,0.13,7,12.4767,4.06551,30,8.35927,4.35468,120
278,24/08/2017,B160,148293.8396,157274.0712,50.72600711,4.344586171,114.88,128,5,00:30,100,15:37,16:07,170824_1537.160,1.134,1.174,1.15,1.171,-0.003,0.04,1.215,10.78,53,Br,R3,PBl,68.4,46.48,67.95,46.93,0.45,83.27,14.4155,1.16719,60,13.0347,1.18319,160
279,28/08/2017,B161,148341.5408,159048.7258,50.74196099,4.345254041,74.26,128,5,00:20,100,10:32,10:52,170828_1022.161,1.402,1.457,1.489,1.466,0.01,0.055,1.511,8.082,16,KoMo,R1,PBl,46.36,27.9,46.56,27.7,-0.2,,9.49903,1.44642,0,6.02729,1.51703,90
280,28/08/2017,B162,149504.568,158786.5907,50.73960651,4.361731857,110.05,256,5,00:35,100,11:10,11:45,170828_1110.162,1.086,1.142,1.15,1.145,0.003,0.057,1.199,10.239,53,Br,R3,PBl,70.97,39.08,70.57,39.48,0.4,,11.542,1.14749,10,6.01875,1.16719,100
281,28/08/2017,B163,149035.3994,158424.6768,50.73635244,4.355086014,89.41,256,5,00:20,100,12:05,12:25,170828_1205.163,1.07,1.139,1.15,1.122,-0.017,0.069,1.207,8.724,18,Br,R3,PBl,73.37,16.04,73.02,16.39,0.35,,8.49559,1.11666,20,6.75495,1.13197,120
282,28/08/2017,B164,150137.7353,157836.383,50.7310645,4.370701499,120.53,256,5,00:30,100,12:40,13:10,170828_1240.164,0.961,0.99,0.985,0.989,-0.001,0.029,1.02,14.772,19,Ld,R3,PBl,90.25,30.28,90.3,30.23,-0.04,,14.6509,0.967873,20,11.8649,1.00139,110
